,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1960,dihydrofolate reductase,159,20,1.69E-115,99.78,7,F:GO:0004146; P:GO:0006545; P:GO:0006730; P:GO:0009165; P:GO:0046654; F:GO:0050661; P:GO:0055114,F:dihydrofolate reductase activity; P:glycine biosynthetic process; P:one-carbon metabolic process; P:nucleotide biosynthetic process; P:tetrahydrofolate biosynthetic process; F:NADP binding; P:oxidation-reduction process,EC:1.5.1.3,Dihydrofolate reductase,PR00070 (PRINTS); IPR024072 (G3DSA:3.40.430.GENE3D); IPR001796 (PFAM); IPR012259 (PIRSF); PTHR22778 (PANTHER); IPR012259 (PTHR22778:PANTHER); IPR001796 (PROSITE_PROFILES); IPR001796 (CDD); IPR024072 (SUPERFAMILY),F:GO:0004146; P:GO:0006545; P:GO:0046654; F:GO:0050661; P:GO:0055114,F:dihydrofolate reductase activity; P:glycine biosynthetic process; P:tetrahydrofolate biosynthetic process; F:NADP binding; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1961,glutathione-regulated potassium-efflux system,621,20,0,99.6,8,C:GO:0005887; F:GO:0015299; F:GO:0015503; F:GO:0015643; F:GO:0019899; P:GO:0051595; P:GO:0071805; P:GO:1902600,C:integral component of plasma membrane; F:solute:proton antiporter activity; F:glutathione-regulated potassium exporter activity; F:toxic substance binding; F:enzyme binding; P:response to methylglyoxal; P:potassium ion transmembrane transport; P:proton transmembrane transport,,,IPR006036 (PRINTS); IPR003148 (PFAM); IPR004771 (TIGRFAM); G3DSA:3.40.50.720 (GENE3D); IPR038770 (G3DSA:1.20.1530.GENE3D); IPR006153 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR16254 (PANTHER); IPR023941 (PTHR16254:PANTHER); IPR003148 (PROSITE_PROFILES); IPR023941 (HAMAP); IPR036291 (SUPERFAMILY),C:GO:0005886; C:GO:0005887; P:GO:0006812; P:GO:0006813; F:GO:0008324; F:GO:0015079; F:GO:0015299; F:GO:0015503; F:GO:0015643; C:GO:0016021; F:GO:0019899; P:GO:0051595; P:GO:0055085,C:plasma membrane; C:integral component of plasma membrane; P:cation transport; P:potassium ion transport; F:cation transmembrane transporter activity; F:potassium ion transmembrane transporter activity; F:solute:proton antiporter activity; F:glutathione-regulated potassium exporter activity; F:toxic substance binding; C:integral component of membrane; F:enzyme binding; P:response to methylglyoxal; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1962,potassium transporter,176,20,6.12E-130,99.72,7,F:GO:0003955; C:GO:0005886; P:GO:0006813; F:GO:0010181; P:GO:0032414; P:GO:0055114; P:GO:1901381,F:NAD(P)H dehydrogenase (quinone) activity; C:plasma membrane; P:potassium ion transport; F:FMN binding; P:positive regulation of ion transmembrane transporter activity; P:oxidation-reduction process; P:positive regulation of potassium ion transmembrane transport,EC:1.6.5.2,NAD(P)H dehydrogenase (quinone),IPR029039 (G3DSA:3.40.50.GENE3D); IPR003680 (PFAM); PTHR10204 (PANTHER); IPR023948 (PTHR10204:PANTHER); IPR023948 (HAMAP); IPR029039 (SUPERFAMILY),P:GO:0006813,P:potassium ion transport
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_1963,lipo,77,20,2.07E-48,99.16,,,,,,G3DSA:2.30.30.100 (GENE3D); IPR010305 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR010305 (PANTHER); PTHR37011:SF2 (PANTHER); PS51257 (PROSITE_PROFILES); IPR010920 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1964,carbamoyl phosphate synthase large subunit,1074,20,0,99.83,5,F:GO:0004088; F:GO:0005524; P:GO:0006526; P:GO:0044205; F:GO:0046872,F:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity; F:ATP binding; P:arginine biosynthetic process; P:'de novo' UMP biosynthetic process; F:metal ion binding,EC:6.3.5.5,Carbamoyl-phosphate synthase (glutamine-hydrolyzing),IPR005483 (PRINTS); IPR005480 (SMART); IPR011607 (SMART); IPR011607 (PFAM); IPR036897 (G3DSA:1.10.1030.GENE3D); IPR005480 (PFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.40.50.20 (GENE3D); IPR006275 (TIGRFAM); IPR036914 (G3DSA:3.40.50.GENE3D); IPR005479 (PFAM); G3DSA:3.40.50.20 (GENE3D); G3DSA:3.30.470.20 (GENE3D); PTHR11405 (PANTHER); PTHR11405:SF5 (PANTHER); IPR006275 (HAMAP); PS51257 (PROSITE_PROFILES); IPR006275 (HAMAP); IPR011761 (PROSITE_PROFILES); IPR033937 (CDD); SSF56059 (SUPERFAMILY); IPR036897 (SUPERFAMILY); SSF56059 (SUPERFAMILY); IPR016185 (SUPERFAMILY); IPR016185 (SUPERFAMILY); IPR036914 (SUPERFAMILY),F:GO:0005524; P:GO:0006807; F:GO:0046872,F:ATP binding; P:nitrogen compound metabolic process; F:metal ion binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1965,carbamoyl-phosphate synthase small subunit,382,20,0,99.66,6,F:GO:0004088; F:GO:0005524; P:GO:0006207; P:GO:0006526; P:GO:0006541; P:GO:0044205,F:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity; F:ATP binding; P:'de novo' pyrimidine nucleobase biosynthetic process; P:arginine biosynthetic process; P:glutamine metabolic process; P:'de novo' UMP biosynthetic process,EC:6.3.5.5,Carbamoyl-phosphate synthase (glutamine-hydrolyzing),PR00099 (PRINTS); PR00097 (PRINTS); PR00096 (PRINTS); IPR002474 (SMART); IPR029062 (G3DSA:3.40.50.GENE3D); IPR002474 (PFAM); IPR006274 (TIGRFAM); IPR017926 (PFAM); IPR036480 (G3DSA:3.50.30.GENE3D); PTHR11405 (PANTHER); PTHR11405:SF4 (PANTHER); IPR006274 (HAMAP); IPR017926 (PROSITE_PROFILES); IPR035686 (CDD); IPR036480 (SUPERFAMILY); IPR029062 (SUPERFAMILY),F:GO:0004088; P:GO:0006207; P:GO:0006541,F:carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity; P:'de novo' pyrimidine nucleobase biosynthetic process; P:glutamine metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1966,dihydrodipicolinate reductase,273,20,0,99.21,8,C:GO:0005737; F:GO:0008839; P:GO:0009089; F:GO:0016726; P:GO:0019877; F:GO:0050661; F:GO:0051287; P:GO:0055114,"C:cytoplasm; F:4-hydroxy-tetrahydrodipicolinate reductase; P:lysine biosynthetic process via diaminopimelate; F:oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor; P:diaminopimelate biosynthetic process; F:NADP binding; F:NAD binding; P:oxidation-reduction process",EC:1.17.1; EC:1.17.1.8,Acting on CH or CH(2) groups; 4-hydroxy-tetrahydrodipicolinate reductase,IPR022663 (PFAM); IPR023940 (PIRSF); G3DSA:3.30.360.10 (GENE3D); IPR023940 (TIGRFAM); IPR000846 (PFAM); G3DSA:3.40.50.720 (GENE3D); IPR023940 (PANTHER); PTHR20836:SF0 (PANTHER); IPR023940 (HAMAP); SSF55347 (SUPERFAMILY); IPR036291 (SUPERFAMILY),F:GO:0008839; P:GO:0009089; P:GO:0055114,F:4-hydroxy-tetrahydrodipicolinate reductase; P:lysine biosynthetic process via diaminopimelate; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1967,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,316,20,0,99.38,7,P:GO:0016114; P:GO:0019288; F:GO:0046872; P:GO:0050992; F:GO:0051538; F:GO:0051745; P:GO:0055114,"P:terpenoid biosynthetic process; P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:metal ion binding; P:dimethylallyl diphosphate biosynthetic process; F:3 iron, 4 sulfur cluster binding; F:4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity; P:oxidation-reduction process",EC:1.17.1; EC:1.17.1.2,Acting on CH or CH(2) groups; Acting on CH or CH(2) groups,G3DSA:3.40.1010.20 (GENE3D); IPR003451 (PFAM); G3DSA:3.40.1010.20 (GENE3D); IPR003451 (TIGRFAM); G3DSA:3.40.50.11270 (GENE3D); IPR003451 (PANTHER); IPR003451 (HAMAP); IPR003451 (CDD),P:GO:0019288; F:GO:0046872; P:GO:0050992; F:GO:0051745,"P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:metal ion binding; P:dimethylallyl diphosphate biosynthetic process; F:4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1968,peptidylprolyl isomerase,149,20,8.91E-104,99.8,3,P:GO:0000413; F:GO:0003755; P:GO:0006457,P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding,EC:5.2.1.8,Peptidylprolyl isomerase,IPR001179 (PFAM); G3DSA:2.40.10.330 (GENE3D); G3DSA:3.10.50.40 (GENE3D); PTHR43811:SF13 (PANTHER); PTHR43811 (PANTHER); IPR001179 (PROSITE_PROFILES); SSF54534 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1969,lipo signal peptidase,166,20,2.66E-116,99.82,4,F:GO:0004190; C:GO:0005886; P:GO:0006508; C:GO:0016021,F:aspartic-type endopeptidase activity; C:plasma membrane; P:proteolysis; C:integral component of membrane,EC:3.4.23,Acting on peptide bonds (peptidases),IPR001872 (PRINTS); IPR001872 (PFAM); IPR001872 (TIGRFAM); IPR001872 (PANTHER); IPR001872 (HAMAP),F:GO:0004190; P:GO:0006508; C:GO:0016020,F:aspartic-type endopeptidase activity; P:proteolysis; C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1970,isoleucine--tRNA ligase,938,20,0,99.71,8,F:GO:0000049; F:GO:0002161; F:GO:0004822; F:GO:0005524; C:GO:0005737; P:GO:0006428; P:GO:0006450; F:GO:0008270,F:tRNA binding; F:aminoacyl-tRNA editing activity; F:isoleucine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:isoleucyl-tRNA aminoacylation; P:regulation of translational fidelity; F:zinc ion binding,EC:6.1.1.5; EC:3.1.1.1,Isoleucine--tRNA ligase; Carboxylesterase,IPR002301 (PRINTS); IPR002301 (TIGRFAM); IPR002300 (PFAM); IPR010663 (PFAM); G3DSA:1.10.730.20 (GENE3D); IPR013155 (PFAM); IPR009008 (G3DSA:3.90.740.GENE3D); IPR014729 (G3DSA:3.40.50.GENE3D); PTHR42765 (PANTHER); PTHR42765:SF1 (PANTHER); IPR023585 (HAMAP); IPR033708 (CDD); cd00818 (CDD); SSF52374 (SUPERFAMILY); IPR009080 (SUPERFAMILY); IPR009008 (SUPERFAMILY),F:GO:0000049; F:GO:0000166; F:GO:0002161; F:GO:0004812; F:GO:0004822; F:GO:0005524; C:GO:0005737; P:GO:0006418; P:GO:0006428,F:tRNA binding; F:nucleotide binding; F:aminoacyl-tRNA editing activity; F:aminoacyl-tRNA ligase activity; F:isoleucine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; P:isoleucyl-tRNA aminoacylation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1971,bifunctional riboflavin kinase FMN adenylyltransferase,308,20,0,99.69,7,F:GO:0003919; F:GO:0005524; P:GO:0006747; F:GO:0008531; P:GO:0009231; P:GO:0009398; P:GO:0016310,F:FMN adenylyltransferase activity; F:ATP binding; P:FAD biosynthetic process; F:riboflavin kinase activity; P:riboflavin biosynthetic process; P:FMN biosynthetic process; P:phosphorylation,EC:2.7.1.26; EC:2.7.7.2,Riboflavin kinase; FAD synthetase,IPR015865 (SMART); IPR002606 (PIRSF); IPR015865 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR015864 (PFAM); IPR023465 (G3DSA:2.40.30.GENE3D); IPR002606 (TIGRFAM); PTHR22749:SF2 (PANTHER); IPR023468 (PANTHER); cd02064 (CDD); SSF52374 (SUPERFAMILY); IPR023465 (SUPERFAMILY),F:GO:0003919; F:GO:0008531; P:GO:0009231,F:FMN adenylyltransferase activity; F:riboflavin kinase activity; P:riboflavin biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1972,30S ribosomal S20,87,20,9.97E-54,99.08,6,F:GO:0003735; P:GO:0006412; F:GO:0008073; C:GO:0022627; P:GO:0043086; F:GO:0070181,F:structural constituent of ribosome; P:translation; F:ornithine decarboxylase inhibitor activity; C:cytosolic small ribosomal subunit; P:negative regulation of catalytic activity; F:small ribosomal subunit rRNA binding,,,IPR002583 (TIGRFAM); IPR002583 (PFAM); IPR036510 (G3DSA:1.20.58.GENE3D); mobidb-lite (MOBIDB_LITE); IPR002583 (PANTHER); PTHR33398:SF1 (PANTHER); IPR002583 (PRODOM); IPR002583 (HAMAP); IPR036510 (SUPERFAMILY),F:GO:0003723; F:GO:0003735; C:GO:0005622; C:GO:0005840; P:GO:0006412,F:RNA binding; F:structural constituent of ribosome; C:intracellular; C:ribosome; P:translation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1973,transcriptional activator,299,20,0,99.78,4,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:3.40.190.10 (GENE3D); IPR005119 (PFAM); G3DSA:3.40.190.10 (GENE3D); IPR000847 (PFAM); PTHR30293:SF2 (PANTHER); PTHR30293 (PANTHER); IPR000847 (PROSITE_PROFILES); cd08429 (CDD); SSF53850 (SUPERFAMILY); IPR036390 (SUPERFAMILY),F:GO:0003700; P:GO:0006355,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1974,Na(+) H(+) antiporter,391,20,0,99.37,6,C:GO:0005886; P:GO:0006885; F:GO:0015081; F:GO:0015297; C:GO:0016021; P:GO:0035725,C:plasma membrane; P:regulation of pH; F:sodium ion transmembrane transporter activity; F:antiporter activity; C:integral component of membrane; P:sodium ion transmembrane transport,,,IPR004670 (PFAM); IPR023171 (G3DSA:1.20.1530.GENE3D); IPR004670 (TIGRFAM); IPR004670 (PANTHER); IPR004670 (HAMAP),P:GO:0006814; P:GO:0006885; C:GO:0016021,P:sodium ion transport; P:regulation of pH; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1975,molecular chaperone,381,20,0,99.76,8,F:GO:0005524; C:GO:0005737; P:GO:0006260; P:GO:0006457; F:GO:0008270; P:GO:0009408; F:GO:0031072; F:GO:0051082,F:ATP binding; C:cytoplasm; P:DNA replication; P:protein folding; F:zinc ion binding; P:response to heat; F:heat shock protein binding; F:unfolded protein binding,,,IPR001623 (PRINTS); IPR001623 (SMART); G3DSA:2.60.260.20 (GENE3D); G3DSA:2.60.260.20 (GENE3D); IPR001623 (PFAM); G3DSA:2.10.230.10 (GENE3D); IPR012724 (TIGRFAM); IPR036869 (G3DSA:1.10.287.GENE3D); IPR001305 (PFAM); IPR002939 (PFAM); PTHR43096 (PANTHER); PTHR43096:SF10 (PANTHER); IPR001623 (PROSITE_PROFILES); IPR001305 (PROSITE_PROFILES); IPR012724 (HAMAP); IPR001623 (CDD); cd10747 (CDD); IPR001305 (CDD); IPR008971 (SUPERFAMILY); IPR036410 (SUPERFAMILY); IPR036869 (SUPERFAMILY); IPR008971 (SUPERFAMILY),F:GO:0005524; P:GO:0006457; P:GO:0009408; F:GO:0031072; F:GO:0051082,F:ATP binding; P:protein folding; P:response to heat; F:heat shock protein binding; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1976,molecular chaperone,637,20,0,99.79,3,F:GO:0005524; P:GO:0006457; F:GO:0051082,F:ATP binding; P:protein folding; F:unfolded protein binding,,,IPR013126 (PRINTS); IPR013126 (PFAM); IPR029047 (G3DSA:2.60.34.GENE3D); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR012725 (TIGRFAM); G3DSA:3.90.640.10 (GENE3D); IPR029048 (G3DSA:1.20.1270.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19375:SF333 (PANTHER); IPR013126 (PANTHER); IPR012725 (HAMAP); IPR029048 (SUPERFAMILY); IPR029047 (SUPERFAMILY); SSF53067 (SUPERFAMILY); SSF53067 (SUPERFAMILY),F:GO:0005524; P:GO:0006457; F:GO:0051082,F:ATP binding; P:protein folding; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1977,inner membrane,188,20,1.42E-129,99.79,1,C:GO:0016021,C:integral component of membrane,,,IPR000791 (PFAM); PTHR30178 (PANTHER),C:GO:0016021,C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1978,MFS transporter,440,20,0,99.56,2,C:GO:0016021; P:GO:0055085,C:integral component of membrane; P:transmembrane transport,,,G3DSA:1.20.1250.20 (GENE3D); IPR011701 (PFAM); PTHR43528:SF7 (PANTHER); PTHR43528 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR020846 (CDD); IPR036259 (SUPERFAMILY),C:GO:0016021; P:GO:0055085,C:integral component of membrane; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1979,molybdopterin adenylyltransferase,195,20,1.41E-138,99.13,2,P:GO:0006777; F:GO:0061598,P:Mo-molybdopterin cofactor biosynthetic process; F:molybdopterin adenylyltransferase activity,EC:2.7.7.75,Molybdopterin adenylyltransferase,IPR001453 (SMART); IPR001453 (PFAM); IPR036425 (G3DSA:3.40.980.GENE3D); IPR001453 (TIGRFAM); PTHR43764 (PANTHER); PTHR43764:SF1 (PANTHER); IPR001453 (CDD); IPR036425 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1980,transaldolase,317,20,0,99.79,4,F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098,F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt,EC:2.2.1.2,Transaldolase,IPR004730 (TIGRFAM); IPR001585 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR001585 (PANTHER); IPR004730 (PTHR10683:PANTHER); IPR004730 (HAMAP); IPR004730 (CDD); SSF51569 (SUPERFAMILY),F:GO:0003824; F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098,F:catalytic activity; F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1981,sodium:alanine symporter family,476,20,0,99.26,6,C:GO:0005886; P:GO:0006814; F:GO:0015655; C:GO:0016021; P:GO:0032328; P:GO:0055085,C:plasma membrane; P:sodium ion transport; F:alanine:sodium symporter activity; C:integral component of membrane; P:alanine transport; P:transmembrane transport,,,IPR001463 (PRINTS); IPR001463 (TIGRFAM); IPR001463 (PFAM); PTHR30330:SF1 (PANTHER); IPR001463 (PANTHER),P:GO:0006814; F:GO:0015655; C:GO:0016020; P:GO:0032328,P:sodium ion transport; F:alanine:sodium symporter activity; C:membrane; P:alanine transport
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_1982,peroxide stress,257,20,0,99.65,,,,,,IPR005583 (PFAM); IPR005583 (PANTHER); PTHR30283:SF4 (PANTHER); IPR005583 (HAMAP),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_1983,DUF2502 domain-containing,98,20,7.68E-62,90.36,,,,,,IPR019638 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1984,threonine synthase,428,20,0,99.91,2,P:GO:0006520; F:GO:0030170,P:cellular amino acid metabolic process; F:pyridoxal phosphate binding,,,IPR001926 (PFAM); IPR029144 (PFAM); G3DSA:3.40.50.1100 (GENE3D); IPR037158 (G3DSA:3.90.1380.GENE3D); IPR004450 (TIGRFAM); G3DSA:3.40.50.1100 (GENE3D); PTHR43455 (PANTHER); PTHR43455:SF2 (PANTHER); cd01560 (CDD); IPR036052 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1985,homoserine kinase,309,20,0,99.63,5,F:GO:0004413; F:GO:0005524; C:GO:0005737; P:GO:0009088; P:GO:0016310,F:homoserine kinase activity; F:ATP binding; C:cytoplasm; P:threonine biosynthetic process; P:phosphorylation,EC:2.7.1.39,Homoserine kinase,PR00958 (PRINTS); IPR000870 (PIRSF); IPR014721 (G3DSA:3.30.230.GENE3D); IPR006204 (PFAM); IPR013750 (PFAM); IPR036554 (G3DSA:3.30.70.GENE3D); IPR000870 (TIGRFAM); IPR000870 (PTHR20861:PANTHER); PTHR20861 (PANTHER); IPR000870 (HAMAP); IPR036554 (SUPERFAMILY); IPR020568 (SUPERFAMILY),F:GO:0004413; F:GO:0005524; P:GO:0006566,F:homoserine kinase activity; F:ATP binding; P:threonine metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1986,bifunctional aspartate kinase homoserine dehydrogenase I,820,20,0,99.55,7,F:GO:0004072; F:GO:0004412; P:GO:0009067; P:GO:0016310; F:GO:0016597; F:GO:0050661; P:GO:0055114,F:aspartate kinase activity; F:homoserine dehydrogenase activity; P:aspartate family amino acid biosynthetic process; P:phosphorylation; F:amino acid binding; F:NADP binding; P:oxidation-reduction process,EC:1.1.1.3; EC:2.7.2.4,Homoserine dehydrogenase; Aspartate kinase,IPR027795 (PFAM); IPR002912 (PFAM); IPR001048 (PFAM); IPR001341 (TIGRFAM); G3DSA:3.40.50.720 (GENE3D); IPR036393 (G3DSA:3.40.1160.GENE3D); IPR001342 (PFAM); IPR011147 (PIRSF); IPR005106 (PFAM); G3DSA:3.30.2130.10 (GENE3D); G3DSA:1.20.120.1320 (GENE3D); G3DSA:3.30.360.10 (GENE3D); PTHR43070 (PANTHER); PTHR43070:SF1 (PANTHER); IPR002912 (PROSITE_PROFILES); IPR002912 (PROSITE_PROFILES); cd04922 (CDD); cd04257 (CDD); cd04921 (CDD); SSF55021 (SUPERFAMILY); SSF55347 (SUPERFAMILY); SSF55021 (SUPERFAMILY); IPR036393 (SUPERFAMILY); IPR036291 (SUPERFAMILY),F:GO:0004072; F:GO:0004412; P:GO:0006520; P:GO:0008652; P:GO:0009067; F:GO:0016491; F:GO:0050661; P:GO:0055114,F:aspartate kinase activity; F:homoserine dehydrogenase activity; P:cellular amino acid metabolic process; P:cellular amino acid biosynthetic process; P:aspartate family amino acid biosynthetic process; F:oxidoreductase activity; F:NADP binding; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1987,RNA methyltransferase,228,20,2.28E-160,97.3,5,P:GO:0001510; F:GO:0003723; C:GO:0005737; P:GO:0008033; F:GO:0008173,P:RNA methylation; F:RNA binding; C:cytoplasm; P:tRNA processing; F:RNA methyltransferase activity,,,IPR004384 (TIGRFAM); IPR029026 (G3DSA:3.40.1280.GENE3D); IPR004384 (PIRSF); IPR001537 (PFAM); PTHR42786:SF1 (PANTHER); IPR004384 (PANTHER); IPR029028 (SUPERFAMILY),F:GO:0003723; P:GO:0006396; F:GO:0008173,F:RNA binding; P:RNA processing; F:RNA methyltransferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_1988,two-component response regulator,238,20,1.83E-175,99.83,5,P:GO:0000160; F:GO:0003677; C:GO:0005622; P:GO:0006351; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; C:intracellular; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated",,,IPR001867 (SMART); IPR001789 (SMART); IPR001867 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR001789 (PFAM); PTHR26402:SF586 (PANTHER); IPR039420 (PANTHER); IPR001867 (PROSITE_PROFILES); IPR001789 (PROSITE_PROFILES); IPR001867 (CDD); IPR001789 (CDD); IPR016032 (SUPERFAMILY); IPR011006 (SUPERFAMILY),P:GO:0000160; F:GO:0003677; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; P:regulation of transcription, DNA-templated"
